category_class	txgnn	medical_specialization	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_QALY_lost
MONDO:0001590	neurodegenerative_disease | spinal_cord_injury	neurology|orthopaedic	spinal_disorder | muscle_disorder	False	False	False	false	very high
MONDO:0001953	inflammatory_disease | autoimmune_diseases	hematology | renal medicine | urology	kidney_disorder | urinary_tract_disorder	True	False	False	false	low
MONDO:1010000	autoimmune_diseases|inflammatory_disease	dermatology | other	skin_disorder | fungal_infection	True	False	False	true	high
MONDO:0007067	metabolic_disorder | other	endocrinology | genetics_and_genomics | hematatology	kidney_disorder | liver_disorder | metabolic_disorder | muscle_disorder	False	False	False	false	medium
MONDO:0009950	metabolic_disorder|anemia	hematology | genetics_and_genomics	blood_bone_marrow_disorder | muscle_disorder	False	False	False	true	medium
MONDO:0012120	metabolic_disorder | neurodegenerative_disease	neurology | genetics_and_genomics | pediatric | endocrinology	muscle_disorder | mitochondrial_disorder is not in the list but muscle disorder is a good fit	False	False	False	false	high
MONDO:0019169	metabolic_disorder | neurodegenerative_disease	genetics_and_genomics | pediatric | neurology	muscle_disorder | liver_disorder	False	False	False	false	very high
MONDO:0009503	metabolic_disorder|neurodegenerative_disease|adrenal_gland_disease	genetics_and_genomics | neurology | pediatrics	muscle_disorder | brain_disorder | other	False	False	False	false	medium
MONDO:0009529	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | neurology | pediatric	muscle_disorder | metabolic disorder	False	False	False	false	very high
MONDO:0009502	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | pediatric | neurology | endocrinology	muscle_disorder | other	False	False	False	false	very high
MONDO:0013580	metabolic disorder | neurodegenerative disease	pediatric | genetics_and_genomics | neurology | endocrinology	muscle_disorder | other	False	False	False	false	very high
MONDO:0010717	metabolic_disorder | neurodegenerative_disease	genetics_and_genomics | pediatrics	"brain disorder muscle disorder 

(liver disorder)"	False	False	False	false	very high
MONDO:0018142	metabolic_disorder|neurodegenerative_disease	pediatric | genetics_and_genomics | hepatology	liver_disorder | muscle_disorder	False	False	False	true	very high
MONDO:0018141	metabolic_disorder|neurodegenerative_disease	pediatric | genetics_and_genomics | endocrinology | hepatology | neurology	liver_disorder | other	False	False	False	true	very high
MONDO:0018143	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | pediatric | endocrinology	liver_disorder | muscle_disorder	False	False	False	true	low
MONDO:0009949	metabolic_disorder|neurodegenerative_disease	pediatric | genetics_and_genomics | endocrinology | hepatology | neurology	liver_disorder|muscle_disorder|endocrine_disorder	False	False	False	false	very high
MONDO:0009948	metabolic disorder| anemia	hematology|genetics_and_genomics	blood_bone_marrow_disorder|immune_disorder	False	False	False	true	high
MONDO:0001522	| mental_health_disorder | neurodegenerative_disease	psychiatry | neurology	brain_disorder|mental_health_condition|other	False	False	False	false	high
MONDO:0004733	cancer | adrenal_gland_disease	oncology | otolaryngology	nose_disorder | throat_disorder	False	True	False	false	high
MONDO:0008786	anemia | metabolic_disorder | other	hematology|genetics_and_genomics|pediatric	blood_bone_marrow_disorder|pyridoxine Responsive Sideroblastic Anemia is often associated with a blood disorder.	False	False	False	true	low
MONDO:0020741	metabolic_disorder|neurodegenerative_disease	neurology | genetics_and_genomics	brain_disorder | muscle_disorder | other	False	False	False	true	high
MONDO:0009945	metabolic_disorder|neurodegenerative_disease	neurology | genetics_and_genomics | pediatric	brain_disorder | muscle_disorder	False	False	False	true	high
MONDO:0004574	metabolic_disorder|anemia	hematology | genetics_and_genomics | endocrinology	blood_bone_marrow_disorder | upper_gastrointestinal_disorder	False	False	False	true	medium
MONDO:0012407	metabolic_disorder | neurodegenerative_disease	neurology | genetics_and_genomics	brain_disorder | other	False	False	False	true	very high
MONDO:0001922	autoimmune_diseases | inflammatory_disease | cancer	renal medicine|urology	kidney_disorder | urinary_tract_disorder	False	False	False	false	high
MONDO:0003618	autoimmune_diseases|inflammatory_disease|cancer	obstetrics_and_gynecology|urology	kidney_disorder|reproductive_system_disorder	True	False	False	false	medium
MONDO:0021750	inflammatory_disease | cancer | autoimmune_diseases	| renal medicine | urology	kidney_disorder | urinary_tract_disorder	True	False	False	true	high
MONDO:0019168	inflammatory_disease | autoimmune_diseases	| rheumatology | other	muscle_disorder|joint_disorder	True	False	False	true	high
MONDO:0022096	inflammatory_disease | allergy | cancer	dermatology | pediatric	skin_disorder | vascular_disorder	False	False	False	true	low
MONDO:0012839	inflammatory_disease | autoimmune_diseases | bacterial_infections	allergy_and_immunology | pediatric | genetics_and_genomics | hematology	immune_disorder | other	True	False	False	true	very high
MONDO:0011462	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology	immune_disorder|skin_disorder|joint_disorder	True	False	False	false	high
MONDO:0017332	inflammatory_disease | autoimmune_diseases	dermatology | genetics_and_genomics | immunology	immune_disorder | skin_disorder	True	False	False	false	high
MONDO:0958256	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology	immune_disorder|skin_disorder|joint_disorder	False	False	False	false	high
MONDO:0018824	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology	skin_disorder | immune_disorder	False	False	False	false	high
MONDO:0002922	inflammatory_disease | autoimmune_diseases	dermatology | other	skin_disorder | immune_disorder	True	False	False	true	medium
MONDO:0001428	neurodegenerative_disease | mental_health_disorder	gastroenterology | neurology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	false	low
MONDO:0012922	metabolic disorder | inflammatory disease | cardiovascular disorder	pediatric | gastroenterology | cardiology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	true	medium
MONDO:0010411	metabolic_disorder | infantile_hypertrophic_pyloric_stenosis is a congenital anomaly of the pylorus that presents as an obstruction of gastric outflow, which can be related to metabolic functions |	gastroenterology | pediatric	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	true	high
MONDO:0012785	cardiovascular_disorder | metabolic_disorder	pediatric | gastroenterology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	true	high
MONDO:0012457	metabolic_disorder|neonatal_condition|cardiovascular_disorder	gastroenterology|pediatric	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	true	high
MONDO:0008355	metabolic disorder | infantile hypertrophic pyloric stenosis does not fit well in other categories, but it is often associated with conditions like congenital hypertrohpic pyloric stenosis which can be linked to metabolic disorders or more specifically 'genetic abnormalities'.	pediatric | gastroenterology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	true	medium
MONDO:0006391	cancer|adrenal_gland_disease	gastroenterology | oncology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	True	False	false	medium
MONDO:0009944	metabolic_disorder|inflammatory_disease	pediatric | gastroenterology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	false	high
MONDO:0001062	cancer | gastrointestinal_cancer | cancer_type	gastroenterology | oncology	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder	False	True	False	true	high
MONDO:0009942	metabolic_disorder | genetic_disorder | skeletal_dysplasia	genetics_and_genomics|pediatric|orthopaedic	bone_disorder|joint_disorder|spinal_disorder|muscle_disorder	False	False	False	false	very high
MONDO:0002410	inflammatory_disease | autoimmune_diseases	renal medicine | urology	kidney_disorder|urinary_tract_disorder	True	False	False	false	medium
MONDO:0021746	inflammatory_disease | autoimmune_diseases	| urology | renal medicine	kidney_disorder | urinary_tract_disorder	True	False	False	false	medium
MONDO:0009940	metabolic_disorder|genetic_disorder	genetics_and_genomics | orthopaedic | rheumatology	bone_disorder|joint_disorder	False	False	False	false	medium
MONDO:0015597	autoimmune_diseases | inflammatory_disease	dermatology | rheumatology	skin_disorder | joint_disorder | immune_disorder	False	False	False	true	medium
MONDO:0035236	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology	immune_disorder | skin_disorder	False	False	False	false	high
MONDO:0022205	autoimmune_diseases | inflammatory_disease	dermatology | pediatric	skin_disorder | immune_disorder	False	False	False	true	high
MONDO:0001739	inflammatory_disease | autoimmune_diseases	otolaryngology | neurology | other	ear_disorder | brain_disorder	True	False	False	true	very high
MONDO:0004863	inflammatory_disease | autoimmune_diseases	ophthalmology | other	eye_disorder|immune_disorder	True	False	False	true	high
MONDO:0001031	inflammatory_disease | autoimmune_diseases	otolaryngology | pediatric	ear_disorder|throat_disorder	True	False	False	true	medium
MONDO:0008354	autoimmune_diseases | inflammatory_disease | anemia	dermatology | hematology	skin_disorder | blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	low
MONDO:0013171	metabolic_disorder|neurodegenerative_disease	pediatric | genetics_and_genomics | metabolism	kidney_disorder | lymphatic_disorder | immune_disorder | blood_bone_marrow_disorder	False	False	False	true	very high
MONDO:0017913	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | neurology	spinal_disorder | muscle_disorder	False	False	False	false	medium
MONDO:0016807	neurodegenerative_disease | metabolic_disorder | mitochondrial_myopathies are often classified as a type of metabolic disorder.	neurology|genetics_and_genomics	muscle_disorder | other	False	False	False	false	medium
MONDO:0015149	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | neurology | pediatric	spinal_disorder | muscle_disorder	False	False	False	false	medium
MONDO:0019071	adrenal_gland_disease | metabolic_disorder | autoimmune_diseases | inflammatory_disease	dermatology|genetics_and_genomics	teeth_disorder|skin_disorder|nail_disorder	False	False	False	false	medium
MONDO:0018608	neurodegenerative_disease | autoimmune_diseases | adrenal_gland_disease	neurology|cardiology|pulmonology	brain_disorder | spinal_disorder | vascular_disorder | autonomic_nervous_system_disorder	False	False	False	false	high
MONDO:0008352	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | ophthalmology	eye_disorder|brain_disorder	False	False	False	false	low
MONDO:0007047	metabolic disorder | inflammatory disease | autoimmune diseases	dermatology | genetics_and_genomics	skin_disorder|immune_disorder	False	False	False	false	low
MONDO:0008292	metabolic_disorder | autoimmune_diseases | inflammatory_disease	dermatology | genetics_and_genomics	skin_disorder | other	False	False	False	false	low
MONDO:0019332	metabolic disorder | autoimmune_diseases | inflammatory_disease	dermatology | genetics_and_genomics	skin_disorder | skin_disorder	False	False	False	false	medium
MONDO:0035584	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder|other	False	False	False	false	high
MONDO:0001466	autoimmune_diseases|inflammatory_disease	| ophthalmology | dermatology	eye_disorder | skin_disorder	True	False	False	true	medium
MONDO:0036918	autoimmune_diseases | inflammatory_disease | metabolic_disorder	dermatology | genetics_and_genomics	skin_disorder|immune_disorder	False	False	False	false	low
MONDO:0011430	metabolic_disorder | inflammatory_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder|eye_disorder	False	False	False	false	high
MONDO:0001513	autoimmune_diseases | inflammatory_disease | cardiovascular_disorder	neurology|ophthalmology	eye_disorder | vascular_disorder	True	False	False	false	high
MONDO:0006937	cardiovascular_disorder|inflammatory_disease	neurology | cardiology | pulmonology | other	teeth_disorder | pulpitis	True	False	False	true	medium
MONDO:0001890	inflammatory_disease | dental_condition	pediatric | endodontics is not in the list, however orthopaedic might be a best fit as pulp erosion can affect tooth development in children and orthopaedic issues may impact dental alignment and structure.	"teeth_disorder | pulp_erosion is related to teeth, so the correct answer is: 
teeth_disorder"	False	False	False	false	medium
MONDO:0001216	neurodegenerative_disease|inflammatory_disease	neurology | orthopaedic	teeth_disorder | pulp_degeneration often falls under a more general category: teeth_disorder	False	False	False	false	medium
MONDO:0008349	cardiovascular_disorder|atrial_septal_defect|cardiovascular_disorder	cardiology | pediatric | cardiothoracic	lung_disorder | heart_disorder	False	False	False	true	medium
MONDO:0008350	cardiovascular_disorder|congenital_anomaly_disease	cardiothoracic | otolaryngology | pulmonology	lung_disorder | ear_disorder	False	False	False	true	medium
MONDO:0009939	cardiovascular_disorder | congenital_nephrosis is more closely related to kidney disease so  inflammatory_disease | anemia	cardiothoracic | pediatric | pulmonology | renal medicine	kidney_disorder | lung_disorder | heart_disorder	False	False	False	true	high
MONDO:0009938	cardiovascular_disorder | congenital_heart_defect	cardiology | cardiothoracic | pulmonology	heart_disorder|lung_disorder	False	False	False	true	medium
MONDO:0009329	autoimmune_diseases | inflammatory_disease | cardiovascular_disorder	| pulmonology | pediatric | genetics_and_genomics	lung_disorder|blood_bone_marrow_disorder	False	False	False	false	very high
MONDO:0020713	autoimmune_diseases | inflammatory_disease	genetics_and_genomics | pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0009937	inflammatory_disease | autoimmune_diseases	pulmonology | cardiology | genetics_and_genomics | hematology | oncology | cardiothoracic | pediatric	lung_disorder | vascular_disorder	False	False	False	false	high
MONDO:0018554	cardiovascular disorder | inflammatory disease | anemia	| pulmonology | hematatology | genetics_and_genomics	lung_disorder | vascular_disorder	False	False	False	false	high
MONDO:0004206	cancer | other	oncology | cardiothoracic | pulmonology	lung disorder | vascular disorder	False	True	False	false	very high
MONDO:0001927	cardiovascular_disorder|inflammatory_disease	cardiothoracic | cardiology | pulmonology	lung_disorder | heart_disorder	False	False	False	false	high
MONDO:0020389	cardiovascular_disorder | congenital_heart_defect	cardiology|pediatric|cardiothoracic	heart_disorder|lung_disorder|vascular_disorder	False	False	False	false	high
MONDO:0015103	cardiovascular_disorder|tetralogy_of_falott |	cardiology | cardiothoracic | pediatrics | pulmonology	heart_disorder | lung_disorder | vascular_disorder	False	False	False	false	very high
MONDO:0004318	cancer | adrenal_gland_disease	oncology|obstetrics_and_gynecology|pulmonology	lung_disorder | reproductive_system_disorder	False	True	False	false	very high
MONDO:0002047	autoimmune_diseases | inflammatory_disease	| rheumatology | pulmonology	immune_disorder | lung_disorder	False	False	False	false	very high
MONDO:0006935	cardiovascular_disorder|pulmonary_disease	cardiology | cardiothoracic | pulmonology	lung_disorder | heart_disorder	False	False	False	true	high
MONDO:0001708	autoimmune_diseases | inflammatory_disease	pulmonology | allergy_and_immunology | rheumatology	immune_disorder | lung_disorder	False	False	False	true	high
MONDO:0006933	autoimmune_diseases | inflammatory_disease | cancer	pulmonology | allergy_and_immunology | immunology	lung_disorder | immune_disorder	False	False	False	false	medium
MONDO:0018469	autoimmune_diseases | inflammatory_disease	pulmonology | cardiology | cardiothoracic	lung_disorder | immune_disorder | other	True	False	False	true	high
MONDO:0008348	autoimmune_diseases|inflammatory_disease	|allergy_and_immunology |pulmonology	lung_disorder | immune_disorder | lymphatic_disorder	False	False	False	false	medium
MONDO:0016321	metabolic disorder|genetic disorder	genetics_and_genomics | pulmonology	lung disorder | liver disorder	False	False	False	false	medium
MONDO:0002929	metabolic_disorder | inflammatory_disease | autoimmune_diseases	pediatric | pulmonology	lung_disorder|pulmonary_disorder	False	False	False	false	high
MONDO:0800133	cardiovascular_disorder | other	pediatric | pulmonology	lung_disorder|lower_gastrointestinal_disorder	False	False	False	false	very high
MONDO:0009935	cardiovascular_disorder | metabolic_disorder	genetics_and_genomics | pulmonology | cardiology	lung_disorder | vascular_disorder	False	False	False	false	high
MONDO:0958334	cardiovascular_disorder | primary_adrenal_gland_disease	cardiology | pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0014136	"cardiovascular_disorder | primary 

cardiovascular_disorder"	cardiology|cardiothoracic|pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0014135	cardiovascular_disorder | autoimmune_diseases | inflammatory_disease	cardiology | pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0014134	cardiovascular_disorder | inflammatory_disease	cardiology | pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0024533	"cardiovascular_disorder | primary 

(Note: Primary pulmonary hypertension is often associated with cardiovascular disease)"	cardiology | pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0100159	"cardiovascular_disorder | pulmonary_hypertension_neonatal is not a recognized medical term for the given disease so it should be removed from consideration 
cardiovascular_disorder"	pediatric|cardiology|pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0017157	cardiovascular_disorder | inflammatory_disease | other	cardiothoracic|pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0008346	anemia | inflammatory_disease | autoimmune_diseases	hematology | pulmonology	lung_disorder | blood_bone_marrow_disorder	False	False	False	false	high
MONDO:0016214	metabolic_disorder|inflammatory_disease|anemia	genetics_and_genomics | hematology | hepatology | pulmonology	lung_disorder | liver_disorder | blood_bone_marrow_disorder	False	False	False	false	very high
MONDO:0030690	anemia | cancer | inflammatory_disease | autoimmune_diseases	genetics_and_genomics | hematology | pulmonology | hematogenetics	lung_disorder | blood_bone_marrow_disorder	False	False	False	true	very high
MONDO:0032865	bone_marrow_failure | anemia | telomere-related diseases category is not present in the list but closest match is metabolic_disorder	genetics_and_genomics | pulmonology | hematology	lung_disorder | blood_bone_marrow_disorder	False	False	False	true	high
MONDO:0014612	anemia | cancer	genetics_and_genomics | hematology | pulmonology	lung_disorder | blood_bone_marrow_disorder	False	False	False	true	very high
MONDO:0014613	metabolic disorder | anemia | cancer | inflammatory disease | autoimmune diseases	genetics_and_genomics | hematology | pulmonology	lung_disorder|blood_bone_marrow_disorder	False	False	False	true	high
MONDO:0013879	anemia | telomere-related diseases seem to be most closely related to cancer and autoimmune disorders but these categories aren't specified in the question so anemia is left alone as it directly relates to bone marrow failure.	hematology | pulmonology | genetics_and_genomics | oncology | pediatrics	lung_disorder | blood_bone_marrow_disorder	False	False	False	true	high
MONDO:0013878	metabolic_disorder | anemia | cancer	hematology | genetics_and_genomics | pulmonology	blood_bone_marrow_disorder | lung_disorder	False	False	False	true	very high
MONDO:0957294	"bone marrow failure syndrome, telomere-related 

| anemia 
| cancer"	| hematogenetics_and_genomics | hematology | pulmonology | oncology | genetics_and_genomics | pediatric | genetics | genomics | genetic | hematologic | immunology | cardiology | neurology | endocrinology | gastroenterology | obstetrics_and_gynecology | dermatology | ophthalmology | otolaryngology | urology | orthopaedic | renal_medicine | rheumatology	lung_disorder | blood_bone_marrow_disorder	False	False	False	true	high
MONDO:0957263	metabolic_disorder | anemia | cancer | inflammatory_disease	genetics_and_genomics | hematology | pulmonology	lung_disorder | blood_bone_marrow_disorder	False	False	False	false	very high
MONDO:0957261	anemia | telomere-related conditions often involve bone marrow failure, so this category fits well | cancer	genetics_and_genomics | hematology | pulmonology	lung_disorder | blood_bone_marrow_disorder	False	False	False	true	very high
MONDO:0004597	cardiovascular_disorder|pulmonary_ embolism_and_infarction	cardiology|pulmonology|hematology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0006931	cancer | inflammatory_disease | autoimmune_diseases	| pulmonology | cardiothoracic | other	lung_disorder|lower_respiratory_disorder	False	False	False	false	medium
MONDO:0009932	cancer | inflammatory_disease | autoimmune_diseases	pulmonology | cardiothoracic	lung disorder | other	False	False	False	true	high
MONDO:0020420	cardiovascular_disorder | congenital_heart_disease	cardiothoracic|pulmonology|cardiology	heart_disorder | lung_disorder	False	False	False	false	high
MONDO:0005933	| cancer | adrenal_gland_disease | other	oncology | pulmonary	lung_disorder|bone_disorder|vascular_disorder	False	True	False	false	high
MONDO:0009931	cardiovascular disorder | congenital heart defect	cardiology | pediatric | pulmonology	lung_disorder|heart_disorder	False	False	False	false	high
MONDO:0008343	cardiovascular_disorder | cardiovascular_disorder	pediatric | cardiology | cardiothoracic	lung_disorder | heart_disorder	False	False	False	false	high
MONDO:0004207	cancer | cardiovascular_disorder	oncology | pulmonology | cardiothoracic	lung_disorder | vascular_disorder	False	True	False	false	very high
MONDO:0020419	cardiovascular_disorder | congenital_heart_disease	cardiothoracic | pulmonology | cardiology	lung_disorder | vascular_disorder	False	False	False	false	high
MONDO:0851102	cardiovascular_disorder | inflammatory_disease | autoimmune_diseases	cardiothoracic | pulmonology | cardiology	lung_disorder|vascular_disorder	False	False	False	true	high
MONDO:0020391	cardiovascular_disorder | cardiovascular_disorder	cardiology | cardiothoracic | pulmonology | cardiology	heart_disorder|lung_disorder|vascular_disorder	False	False	False	false	high
MONDO:0020390	cardiovascular_disorder|patent_ductus_arteriosus|anemia	cardiology | cardiothoracic | pulmonology	heart_disorder | lung_disorder | vascular_disorder	False	False	False	false	high
MONDO:0003506	cancer | adrenal_gland_disease | cardiovascular_disorder	oncology | pulmonology | cardiothoracic	lung_disorder|vascular_disorder	False	True	False	false	very high
MONDO:0015924	cardiovascular_disorder | inflammatory_disease | autoimmune_diseases	cardiology | cardiothoracic | pulmonology	lung_disorder|vascular_disorder	False	False	False	true	very high
MONDO:0800127	inflammatory_disease | autoimmune_diseases	pulmonology | cardiology | cardiothoracic | hepatology | hematology	lung disorder | immune disorder | vascular disorder | kidney disorder	False	False	False	false	high
MONDO:0020840	autoimmune_diseases|inflammatory_disease	allergy_and_immunology | pulmonology | pediatric | immunology	immune_disorder | lung_disorder	False	False	False	false	very high
MONDO:0009928	metabolic_disorder | inflammatory_disease	pulmonology | genetics_and_genomics | cardiothoracic	lung disorder | lung_disorder	False	False	False	false	high
MONDO:0020110	cardiovascular_disorder | congenital_disease | developmental_disorder | respiratory_disorder	pediatric | pulmonology	lung_disorder|other	False	False	False	false	very high
MONDO:0004594	cardiovascular_disorder | inflammatory_disease | autoimmune_diseases	obstetrics_and_gynecology | hematology | pulmonology	lung_disorder | vascular_disorder	False	False	False	true	high
MONDO:0021742	inflammatory_disease | autoimmune_diseases	obstetrics_and_gynecology | other	reproductive_system_disorder|immune_disorder	True	False	False	true	high
MONDO:0018957	neurodegenerative_disease | inflammatory_disease	neurology | urology	lower_gastrointestinal_disorder | reproductive_system_disorder	False	False	False	true	high
MONDO:0008342	metabolic_disorder | genetic_disorders | skeletal_diseases	genetics_and_genomics | orthopaedic	bone_disorder|joint_disorder|reproductive_system_disorder	False	False	False	false	medium
MONDO:0008665	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | otolaryngology | pulmonology	ear_disorder | throat_disorder	False	False	False	false	medium
MONDO:0016457	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | ophthalmology	eye_disorder|muscle_disorder|upper_gastrointestinal_disorder	True	False	False	false	high
MONDO:0016560	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | pediatric | neurology	eye_disorder | joint_disorder | brain_disorder	False	False	False	false	medium
MONDO:0008341	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology|ophthalmology	eye_disorder|muscle_disorder	False	False	False	false	medium
MONDO:0008340	neurodegenerative_disease|metabolic_disorder|hereditary_congenital_conditions	genetics_and_genomics | pediatric | ophthalmology	eye_disorder | muscle_disorder	False	False	False	true	medium
MONDO:0010280	neurodegenerative_disease | metabolic_disorder	pediatric | genetics_and_genomics	eye_disorder | muscle_disorder	False	False	False	true	medium
MONDO:0010835	neurodegenerative disease | mental_health_disorder | metabolic_disorder	neurology|pediatric|genetics_and_genomics	eye_disorder | brain_disorder | eye_disorder | joint_disorder	False	False	False	false	high
MONDO:0008336	autoimmune_diseases | inflammatory_disease	| ophthalmology | dermatology	eye_disorder|other	False	False	False	false	low
MONDO:0005085	autoimmune_diseases|inflammatory_disease	dermatology|ophthalmology	eye_disorder|skin_disorder	False	False	False	true	high
MONDO:0009908	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | pediatric | neurology | metabolic	kidney_disorder | hereditary_disease | metabolic_disorder	False	False	False	true	medium
MONDO:0021745	metabolic_disorder | mental_health_disorder	pediatric | endocrinology	endocrine_disorder | psychosocial short stature is often associated with growth hormone deficiency which falls under endocrine disorder	False	False	False	false	medium
MONDO:0013787	neurodegenerative_disease | mental_health_disorder | other	neurology|genetics_and_genomics|pediatric	brain_disorder | craniofacial_dysmorphism is related to a brain disorder so it can be included as well | muscle_disorder	True	False	False	false	high
MONDO:0044726	neurodegenerative_disease | movement_disorder | nephropathy	neurology|genetics_and_genomics|renal medicine	brain_disorder | movement_disorder | kidney_disorder	False	False	False	false	high
MONDO:0000946	mental_health_disorder|psychosexual_disorder	neurology|psychiatry	reproductive_system_disorder|muscle_disorder	False	False	False	true	medium
MONDO:0001196	| mental_health_disorder | other	neurology | psychiatry | obstetrics_and_gynecology	reproductive_system_disorder	False	False	False	false	high
MONDO:0040871	mental_health_disorder|neurodegenerative_disease	neurology | psychiatry	endocrine_disorder | brain_disorder	False	False	False	true	medium
MONDO:0019114	neurodegenerative_disease | mental_health_disorder	neurology | psychiatry	brain_disorder|muscle_disorder	False	False	False	true	high
MONDO:0958257	autoimmune_diseases|inflammatory_disease	dermatology|rheumatology|pediatric	joint_disorder | immune_disorder | skin_disorder	False	False	False	true	high
MONDO:0019436	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology | pediatric	immune_disorder | skin_disorder | joint_disorder	False	False	False	true	medium
MONDO:0011269	autoimmune_diseases|inflammatory_disease	dermatology | rheumatology	skin_disorder | immune_disorder | joint_disorder	False	False	False	true	medium
MONDO:0013626	autoimmune_diseases|inflammatory_disease	dermatology | other	immune_disorder|skin_disorder	False	False	False	true	very high
MONDO:0017244	autoimmune_diseases | inflammatory_disease | cancer | allergy	dermatology | hematology	skin_disorder | immune_disorder	False	False	False	false	medium
MONDO:0018577	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	dermatology|ophthalmology|genetics_and_genomics	eye_disorder | skin_disorder	False	False	False	false	high
MONDO:0016448	metabolic_disorder | autoimmune_diseases | inflammatory_disease	dermatology | genetics_and_genomics	"skin_disorder | skin_disorder | other 

(There were 3 best-fitting categories.)"	False	False	False	false	low
MONDO:0008333	autoimmune_diseases|inflammatory_disease	dermatology|other	skin_disorder | vascular_disorder	False	False	False	false	medium
MONDO:0004469	cancer|skin_cancer|squamous_cell_carcinoma	dermatology | oncology	skin_disorder|vascular_disorder	False	True	False	false	high
MONDO:0015833	gynecologic_disorder | reproductive_system_disorder	obstetrics_and_gynecology|pediatric	reproductive_system_disorder | lower_gastrointestinal_disorder	False	False	False	false	medium
MONDO:0019364	autoimmune_diseases | inflammatory_disease	pediatric | pulmonology	lung_disorder | immune_disorder	True	False	False	false	medium
MONDO:0009468	neurodegenerative_disease|inflammatory_disease	neurology | neurology	brain_disorder|spinal_disorder	False	False	False	true	high
MONDO:0001452	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder|lower_gastrointestinal_disorder	False	False	False	false	high
MONDO:0005932	neurodegenerative_disease|autoimmune_diseases|inflammatory_disease	neurology | virology	immune_disorder | lymphatic_disorder	True	False	False	true	medium
MONDO:0001178	neurodegenerative_disease|autoimmune_diseases|adrenal_gland_disease	genetics_and_genomics | neurology | ophthalmology	lung_disorder | liver_disorder	False	False	False	false	medium
MONDO:0012912	metabolic_disorder|adrenal_gland_disease|autoimmune_diseases	endocrinology|genetics_and_genomics	endocrine_disorder | muscle_disorder	False	False	False	false	medium
MONDO:0008694	neurodegenerative_disease | metabolic_disorder | inflammatory_disease	pediatric | genetics_and_genomics | neurology	brain_disorder | spinal_disorder	False	False	False	false	high
MONDO:0015261	neurodegenerative_disease | autoimmune_diseases	dermatology | genetics_and_genomics	skin_disorder | bone_disorder | other	False	False	False	false	low
MONDO:0017048	cancer | inflammatory_disease	gastroenterology | oncology | general surgery	lymphatic_disorder|abdominal_disorder	False	True	False	false	high
MONDO:0975754	cancer | other | adrenal_gland_disease	hematology|oncology	vascular_disorder|muscle_disorder	False	True	False	true	high
MONDO:0008330	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease | anemia	dermatology | genetics_and_genomics	skin_disorder|hair_disorder	False	False	False	false	high
MONDO:0020843	autoimmune_diseases|inflammatory_disease	otolaryngology | ophthalmology	eye_disorder | throat_disorder	True	False	False	false	high
