category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_QALY_lost
MONDO:0003995	vulvar childhood botryoid-type embryonal rhabdomyosarcoma	A morphologic variant of embryonal rhabdomyosarcoma occurring in female children. The neoplasm arises from the vulva. It is characterized by the formation of a cambium layer in the affected tissue and polypoid nodules with an abundant myxoid stroma.	childhood botryoid-type embryonal rhabdomyosarcoma of the vulva; childhood sarcoma Botryoides of the vulva; childhood botryoid rhabdomyosarcoma of mammalian vulva; mammalian vulva childhood botryoid rhabdomyosarcoma; vulvar childhood botryoid-type embryonal rhabdomyosarcoma	mondo:rare; mondo:gard_rare	MEDGEN:232056; DOID:6789; NCIT:C36098; UMLS:C1332946	cancer | other	oncology|pediatric|dermatology	muscle_disorder | reproductive_system_disorder | skin_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0005215	vulvar carcinoma	A carcinoma that arises from epithelial cells of the mammalian vulva	carcinoma of mammalian vulva; mammalian vulva carcinoma; carcinoma of vulva; carcinoma of the vulva; vulva carcinoma; vulvar carcinoma	mondo:rare; mondo:orphanet_rare; mondo:ordo_disorder; mondo:nord_rare; mondo:otar; mondo:gard_rare	GARD:9349; MEDGEN:146159; SCTID:447882007; NCIT:C4866; UMLS:C0677055; Orphanet:494418; EFO:0002921; DOID:1294	cancer | cancer	oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	FALSE	TRUE	FALSE	TRUE	HIGH
MONDO:0004090	vulvar basaloid squamous cell carcinoma	A squamous cell carcinoma that arises from the vulva and is characterized by the presence of nests of malignant basaloid cells with a scant amount of cytoplasm.	vulvar basaloid squamous cell carcinoma; vulvar basaloid carcinoma	mondo:rare; mondo:gard_rare	NCIT:C40286; MEDGEN:384496; DOID:7048; UMLS:C2211850	cancer | squamous_cell_carcinoma | vulvar_disease | basaloid_squamous_cell_carcinoma	obstetrics_and_gynecology | oncology | dermatology	skin_disorder | reproductive_system_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0003881	vulvar apocrine adenocarcinoma	An apocrine adenocarcinoma that arises from the sweat glands in the vulva.	mammalian vulva apocrine adenocarcinoma; apocrine adenocarcinoma of mammalian vulva; vulvar apocrine adenocarcinoma	mondo:rare; mondo:gard_rare	DOID:6448; MEDGEN:384494; NCIT:C40308; UMLS:C2202741	cancer | adrenal_gland_disease | autoimmune_diseases | cancer	oncology|obstetrics_and_gynecology|dermatology	reproductive_system_disorder | skin_disorder	FALSE	TRUE	FALSE	FALSE	MEDIUM
MONDO:0002192	vulvar angiokeratoma	An uncommon benign lesion in the vulva. It manifests with multiple papular lesions which are purple in color. They are usually asymptomatic. Histologically, there is hyperkeratosis, papillomatosis, and dilated blood vessels in the papillary dermis.	angiokeratoma of mammalian vulva; mammalian vulva angiokeratoma; mammalian vulva angiokeratoma of Fordyce		UMLS:C1274281; SCTID:402841001; DOID:2066; MEDGEN:266144; NCIT:C8596	inflammatory_disease | cancer	dermatology | obstetrics_and_gynecology	skin_disorder|vascular_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0003391	vulvar alveolar soft part sarcoma	An alveolar soft part sarcoma arising from the vulva.		mondo:gard_rare; mondo:rare	NCIT:C40320; UMLS:C1520069; DOID:5313; MEDGEN:276988	cancer | sarcoma	oncology|dermatology|pediatric	skin_disorder | reproductive_system_disorder | muscle_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0024336	vulvar adenocarcinoma	An adenocarcinoma that arises from the vulva. Representative examples include Bartholin gland adenocarcinoma, eccrine adenocarcinoma, apocrine adenocarcinoma, and sebaceous carcinoma.	vulvar adenocarcinoma; vulva adenocarcinoma; mammalian vulva adenocarcinoma; adenocarcinoma of vulva; adenocarcinoma of the vulva	mondo:gard_rare; mondo:nord_rare; mondo:ordo_subtype_of_a_disorder; mondo:rare	NCIT:C6380; DOID:2098; MEDGEN:234480; GARD:22007; UMLS:C1336975; Orphanet:494454	| cancer | adrenal_gland_disease	oncology | obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	FALSE	TRUE	FALSE	TRUE	HIGH
MONDO:0021642	vulval varices	A varicose disease that involves the mammalian vulva.	mammalian vulva varicose disease; varicose disease of mammalian vulva	mondo:icd10_billable	UMLS:C0155796; SCTID:48868008; ICD9:456.6; MEDGEN:510083; HP:0100677; ICD10CM:I86.3; icd11.foundation:53329171	cardiovascular_disorder | inflammatory_disease | autoimmune_diseases	hematology|gynecology	liver_disorder | vascular_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0002207	vulval Paget disease	An uncommon intraepithelial malignant neoplasm of eccrine or apocrine origin, arising from the vulva. It usually affects post-menopausal women. In approximately 10-20% of the cases there is an associated anorectal, or urothelial carcinoma or a skin appendage adenocarcinoma identified. It presents as a red, eczematous lesion. Microscopically, it is characterized by the presence of the typical Paget cells which are large, round cells with abundant cytoplasm and prominent nuclei.	vulval Paget's disease; vulval Paget disease; mammalian vulva Paget disease; vulva Paget's disease; Paget disease of the vulva; Paget's disease of vulva; vulvar Paget's disease; Paget's disease of the vulva	mondo:gard_rare; mondo:rare	ICD9:233.39; NCIT:C4027; MEDGEN:266154; DOID:2097; SCTID:254898001; UMLS:C1275217	cancer | autoimmune_diseases | inflammatory_disease	obstetrics_and_gynecology | oncology | dermatology	reproductive_system_disorder | skin_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0002758	vulva verrucous carcinoma	A highly differentiated squamous cell carcinoma that arises from the vulva. It is characterized by the presence of a warty and hyperkeratinized surface, malignant cells with abundant eosinophilic cytoplasm, minimal cytologic atypia, and absence or rarity of mitotic figures. The tumor infiltrates the underlying stroma with a pushing border.	verrucous carcinoma of vulva; mammalian vulva verrucous carcinoma; vulvar verrucous carcinoma; verrucous carcinoma of the vulva	mondo:gard_rare; mondo:rare	DOID:3740; NCIT:C6383; UMLS:C1336983; MEDGEN:234482	cancer | adrenal_gland_disease	dermatology|oncology|obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	FALSE	TRUE	FALSE	FALSE	HIGH
MONDO:0006620	vulva fibroepithelial polyp	A polypoid lesion that arises from the vulva and is characterized by the presence of fibrovascular stroma lined by squamous epithelium. There is no evidence of epithelial atypia.	fibroepithelial polyp of vulva; vulvar fibroepithelial stromal polyp; fibroepithelial polyp of the vulva; skin tag of mammalian vulva; vulvar fibroepithelial polyp; mammalian vulva skin tag; vulval fibroepithelial polyp		UMLS:C1336978; DOID:8255; NCIT:C6857; MEDGEN:237054	cancer | other	obstetrics_and_gynecology | oncology	reproductive_system_disorder | lower_gastrointestinal_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0002955	vulva basal cell carcinoma	A slow growing, locally infiltrating carcinoma that arises from the vulva. It is characterized by the presence of malignant cells that resemble the basal cells that are present in the epidermis.	basal cell carcinoma of the vulva; skin basal cell carcinoma of mammalian vulva; vulvar basal cell cancer; vulvar basal cell carcinoma; mammalian vulva skin basal cell carcinoma; basal cell carcinoma of vulva	mondo:ordo_subtype_of_a_disorder; mondo:gard_rare; mondo:nord_rare; mondo:rare	SCTID:717731002; UMLS:C1336977; GARD:22006; Orphanet:494451; NCIT:C6381; icd11.foundation:247568702; MEDGEN:234481; DOID:4301	cancer | other	dermatology | oncology	reproductive_system_disorder|skin_disorder	FALSE	TRUE	FALSE	TRUE	LOW
MONDO:0001135	voyeurism	A disorder characterized by recurrent sexual urges, fantasies, or behaviors involving observing an unsuspecting person who is naked, disrobing, or engaging in sexual activity.		mondo:icd10_billable	DOID:10834; UMLS:C0042979; SCTID:63835008; NCIT:C94360; ICD10CM:F65.3; MESH:D014843; ICD9:302.82; MEDGEN:12126	mental_health_disorder|neurodegenerative_disease	neurology | psychiatry	brain_disorder|reproductive_system_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0027696	voriconazole toxicity				Orphanet:240921	metabolic_disorder | other	| hepatology | pulmonology | other	liver_disorder | kidney_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0015631	von Willebrand disease type 2N	Type 2N von Willebrand disease (type 2N VWD) is a subtype of type 2 VWD characterized by a bleeding disorder associated with a marked decrease in the affinity of the Willebrand factor (von Willebrand factor; VWF) for factor VIII (FVIII).	von Willebrand disease, type 2N; von Willebrand disease Normandy variant	mondo:nord_rare; mondo:gard_rare; mondo:otar; mondo:ordo_subtype_of_a_disorder; mondo:rare	GARD:17024; NCIT:C131689; SCTID:359732009; icd11.foundation:1091176565; MEDGEN:266187; Orphanet:166093; UMLS:C1282975	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0015630	von Willebrand disease type 2M	A subtype of type 2 VWD characterized by a bleeding disorder associated with a decrease in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets and the subendothelium in the absence of any deficiency of high molecular weight VWF multimers.	von Willebrand disease, type 2M	mondo:nord_rare; mondo:gard_rare; mondo:otar; mondo:ordo_subtype_of_a_disorder; mondo:rare	SCTID:359725000; icd11.foundation:1358085002; GARD:17023; NCIT:C131688; SCTID:359729006; MEDGEN:266186; Orphanet:166090; UMLS:C1282974	metabolic_disorder | anemia | cardiovascular_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0015629	von Willebrand disease type 2B	A subtype of type 2 VWD characterized by a bleeding disorder associated with an increase in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets. This anomaly results in spontaneous binding of high molecular weight VWF multimers to platelets leading to rapid clearance of both the platelets (increasing the risk of thrombocytopenia) and the high molecular weight VWF multimers from the plasma.	von Willebrand disease, type 2B; von Willebrand disease type 2B	mondo:nord_rare; mondo:otar; mondo:ordo_subtype_of_a_disorder; mondo:gard_rare; mondo:rare; mondo:clingen	SCTID:359721009; SCTID:359717002; icd11.foundation:1383884415; Orphanet:166087; MEDGEN:224831; NCIT:C131687; GARD:17022; UMLS:C1282971	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0015628	von Willebrand disease type 2A	Type 2A von Willebrand disease (type 2A VWD) is a subtype of type 2 VWD characterized by a bleeding disorder associated with a decrease in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets and the subendothelium caused by a deficiency of high molecular weight VWF multimers.	von Willebrand disease, type 2A	mondo:nord_rare; mondo:otar; mondo:ordo_subtype_of_a_disorder; mondo:gard_rare; mondo:rare	UMLS:C1282968; icd11.foundation:1009291548; MEDGEN:220920; Orphanet:166084; NCIT:C131686; GARD:17021; SCTID:359714009	metabolic disorder | blood disorder | cardiovascular_disorder	hematology | genetics_and_genomics | cardiology	vascular_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0010191	von Willebrand disease 3	Type 3 von Willebrand disease (type 3 VWD) is the most severe form of VWD characterized by a bleeding disorder associated with a total or near-total absence of Willebrand factor (von Willebrand factor; VWF) in the plasma and cellular compartments, also leading to a profound deficiency of plasmatic factor VIII (FVIII).	von Willebrand disease 3; VWD type 3; von Willebrand disease type 3; von Willebrand disease type III; von Willebrand's disease 3; VWD3; von Willebrand's disease type 3	mondo:gard_rare; mondo:nord_rare; mondo:ordo_subtype_of_a_disorder; mondo:otar; mondo:rare	UMLS:C1264041; OMIM:277480; GARD:17025; MEDGEN:266075; DOID:0111054; Orphanet:166096; SCTID:128108002; MESH:D056729; NCIT:C85213	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0013304	von Willebrand disease 2	Type 2 von Willebrand disease (type 2 VWD) is a form of VWD characterized by a bleeding disorder associated with a qualitative deficiency and functional anomalies of the Willebrand factor (von Willebrand factor; VWF).	von Willebrand disease type 2; VWD2; von willebrand's disease 2; VWD type 2; von Willebrand disease 2; von Willebrand disease, types 2A, 2B, 2M, and 2N; von Willebrand's disease type 2; von Willebrand disease type II	mondo:otar; mondo:ordo_subtype_of_a_disorder; mondo:rare; mondo:gard_rare; mondo:nord_rare	Orphanet:166081; MEDGEN:224736; GARD:17020; SCTID:128107007; OMIM:613554; DOID:0060574; UMLS:C1264040; MESH:D056728	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0008668	von Willebrand disease 1	Type 1 von Willebrand disease (type 1 VWD) is a form of VWD characterized by a bleeding disorder associated with a partial quantitative plasmatic deficiency of an otherwise structurally and functionally normal Willebrand factor (von Willebrand factor; VWF).	von Willebrand disease type I; VWD type 1; VWD1; von Willebrand's disease type 1; von Willebrand disease type 1; von Willebrand disease 1; von willebrand's disease 1	mondo:ordo_subtype_of_a_disorder; mondo:otar; mondo:nord_rare; mondo:rare; mondo:gard_rare	NCIT:C131685; DOID:0060573; GARD:17019; MESH:D056725; SCTID:128106003; MEDGEN:220393; Orphanet:166078; UMLS:C1264039; OMIM:193400	metabolic_disorder | anemia | cardiovascular_disorder	hematology | genetics_and_genomics	vascular_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0024574	von Willebrand disease (hereditary or acquired)	Hereditary or acquired coagulation disorder characterized by a qualitative or quantitative deficiency of the von Willebrand factor. The latter plays an important role in platelet adhesion. Signs and symptoms include bruises, nose bleeding, gum bleeding following a dental procedure, heavy menstrual bleeding, and gastrointestinal bleeding.	von Willebrand disorder; Von Willebrand Disease; VWD; von Willebrand's disease	mondo:rare; mondo:otar; mondo:icd10_billable; mondo:gard_rare	UMLS:C0042974; NANDO:2200682; SCTID:128105004; MEDGEN:22686; NCIT:C68677; ICD10CM:D68.0; MESH:D014842; ICD9:286.4	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0009121	von Voss-Cherstvoy syndrome	Von Voss-Cherstvoy syndrome is a very rare disorder with phocomelia of upper limbs, encephalocele, variable brain anomalies, urogenital abnormalities, and thrombocytopenia.	DK phocomelia syndrome; von Voss-Cherstvoy syndrome; phocomelia-thrombocytopenia-encephalocele-urogenital malformations syndrome	mondo:nord_rare; mondo:gard_rare; mondo:otar; mondo:ordo_disorder; mondo:ordo_malformation_syndrome; mondo:orphanet_rare; mondo:rare	MESH:C565618; UMLS:C1857226; GARD:1894; Orphanet:3439; OMIM:223340; SCTID:719021005; MEDGEN:341728	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases | inflammatory_disease	genetics_and_genomics | neurology | pediatric	liver_disorder | vascular_disorder | immune_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0008667	von Hippel-Lindau disease	A familial cancer predisposition syndrome associated with a variety of malignant and benign neoplasms, most frequently retinal, cerebellar, and spinal hemangioblastoma, renal cell carcinoma (RCC), and pheochromocytoma.	von Hippel-Lindau disease; VHL; Von Hippel-Lindau syndrome (VHL); Lindau disease; von Hippel-Lindau syndrome, modifier of; Von Hippel-Lindau syndrome; cerebroretinal angiomatosis; von Hippel-Lindau syndrome; Hippel Lindau syndrome; familial cerebelloretinal angiomatosis	mondo:orphanet_rare; mondo:otar; mondo:nord_rare; mondo:clingen; mondo:ordo_disorder; mondo:rare; mondo:gard_rare	NORD:1830; NANDO:2200829; MedDRA:10047716; UMLS:C0019562; NCIT:C3105; icd11.foundation:1985408165; GARD:7855; MEDGEN:42458; ICD9:759.6; DOID:14175; Orphanet:892; SCTID:46659004; MESH:D006623; NANDO:2200408; OMIM:193300	neurodegenerative_disease | cancer	genetics_and_genomics | oncology	kidney_disorder|lower_gastrointestinal_disorder|blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0020353	von Hippel anomaly			mondo:ordo_malformation_syndrome; mondo:gard_rare; mondo:rare; mondo:obsoletion_candidate	Orphanet:98941; icd11.foundation:1620371681	neurodegenerative_disease | cancer | inflammatory_disease	neurology | genetics_and_genomics | pediatric | ophthalmology	eye_disorder | brain_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0008666	volvulus of midgut	A congenital abnormality in which the intestine is abnormally rotated (twisted). It may result in intestinal obstruction.	intestinal malrotation; volvulus of midgut; congenital malrotation of intestine	mondo:otar	SCTID:458422009; OMIM:193250; UMLS:C0221210; MEDGEN:113153; NCIT:C98961; MESH:C562456	gastrointestinal_disease | inflammatory_disease	gastroenterology | pediatric	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0043862	voice disorders	A pathologic process in the larynx that affects the production of speech. Causes include vocal cord paresis, vocal cord nodule, vocal cord polyp, and laryngitis.	voice disorder; neurologic voice disorder	mondo:otar	MESH:D014832; UMLS:C0042940; EFO:0009692; NCIT:C3441; SCTID:71941009; MEDGEN:12120	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	otolaryngology|neurology	throat_disorder | voice_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0007017	vitreous detachment	Detachment of the vitreous humor from the retina.	detachment Of vitreous; vitreous, detachment Of	mondo:otar; mondo:gard_rare; mondo:rare	NCIT:C50807; MESH:D020255; MEDGEN:140839; DOID:9726; EFO:1001238; MedDRA:10047650; UMLS:C0423361; SCTID:53772007	| neurodegenerative_disease | inflammatory_disease	neurology | ophthalmology	eye_disorder|eye_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0004862	vitreous abscess			mondo:gard_rare; mondo:rare	MEDGEN:508292; UMLS:C0042904; ICD9:360.04; icd11.foundation:1185507932; DOID:9723; SCTID:48142003	inflammatory_disease | autoimmune_diseases	ophthalmology | infectious_diseases	eye_disorder | other	TRUE	FALSE	FALSE	FALSE	HIGH
MONDO:0031001	vitreoretinopathy with phalangeal epiphyseal dysplasia		VPED	mondo:otar	OMIM:619248; UMLS:C1852989; MEDGEN:343940	"metabolic_disorder | genetic_disorder | developmental_disorder | eye_disorder | skeletal_disorder 

Corrected list to fit the given format: 
metabolic_disorder | genetic_disorder | developmental_disorder | eye_disorder | skeletal_disorder"	genetics_and_genomics | ophthalmology | orthopaedic | pediatric	eye_disorder|joint_disorder|bone_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0001923	vitreoretinal dystrophy		vitreoretinal dystrophies	mondo:icd10_billable; mondo:gard_rare; mondo:rare	icd11.foundation:817777781; ICD9:362.73; ICD10CM:H35.51; MEDGEN:509690; UMLS:C0154863; SCTID:79556007; DOID:14251	neurodegenerative_disease | metabolic_disorder | inflammatory_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0020248	vitreoretinal degeneration		degenerative vitreoretinopathy	mondo:gard_rare; mondo:rare; mondo:disease_grouping; mondo:otar	ICD10CM:H35.5; HP:0007964; MEDGEN:87480; Orphanet:98670; SCTID:247182006; GARD:5506; UMLS:C0344290	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	| ophthalmology | other	eye_disorder|vitreoretinal_degeneration does fit into this category, so it will be excluded from the list.	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0010189	vitiligo, progressive, with intellectual disability and urethral duplication		vitiligo, progressive, with intellectual disability and urethral duplication; vitiligo, progressive, with mental retardation and urethral duplication		UMLS:C1848532; MEDGEN:336363; MESH:C564739; OMIM:277465	autoimmune_diseases|neurodegenerative_disease|metabolic_disorder	dermatology | genetics_and_genomics | pediatric | urology	skin_disorder | immune_disorder | kidney_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0014509	vitelliform macular dystrophy 5	Any vitelliform macular dystrophy in which the cause of the disease is a mutation in the IMPG2 gene.	vitelliform macular dystrophy caused by mutation in IMPG2; IMPG2 vitelliform macular dystrophy; macular dystrophy, vitelliform, type 5; macular dystrophy, vitelliform, 5	mondo:gard_rare; mondo:nord_rare; mondo:rare	MEDGEN:863780; OMIM:616152; UMLS:C4015343; GARD:16065	metabolic_disorder | neurodegenerative_disease	genetics_and_genomics | ophthalmology	eye_disorder|eye_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0014508	vitelliform macular dystrophy 4	Any vitelliform macular dystrophy in which the cause of the disease is a mutation in the IMPG1 gene.	IMPG1 vitelliform macular dystrophy; vitelliform macular dystrophy caused by mutation in IMPG1; macular dystrophy, vitelliform, type 4; macular dystrophy, vitelliform, 4	mondo:nord_rare; mondo:gard_rare; mondo:rare	MEDGEN:863779; OMIM:616151; UMLS:C4015342; GARD:16064	metabolic_disorder | inherited_condition	genetics_and_genomics|ophthalmology	eye_disorder|lower_gastrointestinal_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0024561	vitelliform macular dystrophy 3	Any vitelliform macular dystrophy in which the cause of the disease is a mutation in the PRPH2 gene.	vitelliform macular dystrophy caused by mutation in PRPH2; PRPH2 vitelliform macular dystrophy	mondo:gard_rare; mondo:nord_rare; mondo:rare	OMIM:608161	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0007931	vitelliform macular dystrophy 2	Best vitelliform macular dystrophy (BVMD) is a genetic macular dystrophy characterized by loss of central visual acuity, metamorphopsia and a decrease in the Arden ratio secondary to an egg yolk-like lesion located in the foveal or parafoveal region.	BVMD; early-onset vitelliform macular dystrophy; juvenile-onset vitelliform macular dystrophy; Best Vitelliform Macular Dystrophy; polymorphic vitelline macular degeneration; BEST1 retinopathy; BMD; Best macular dystrophy; macular dystrophy, vitelliform, type 2; vitelliform macular dystrophy, early-onset; macular degeneration, polymorphic vitelline; vitelliform macular dystrophy type 2; Best disease; vitelliform macular dystrophy, juvenile-onset	mondo:ordo_disorder; mondo:gard_rare; mondo:rare; mondo:otar; mondo:orphanet_rare; mondo:nord_rare	ICD10CM:H35.5; SCTID:763387005; Orphanet:1243; NORD:853; GARD:182; OMIM:153700; UMLS:C2745945; MEDGEN:411553	metabolic_disorder | neurodegenerative_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0007933	vitelliform macular dystrophy 1		VMD1	mondo:gard_rare; mondo:rare; mondo:nord_rare	OMIM:153840; MEDGEN:1636950; UMLS:C4551953; MESH:C537832; GARD:10120	metabolic_disorder | hereditary_disease | eye_disease	genetics_and_genomics | ophthalmology	eye_disorder|other	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0000390	vitelliform macular dystrophy	A rare genetic disorder characterized by macular degeneration in the retina resulting in progressive loss of central vision with retention of the peripheral vision.	macular dystrophy, vitelliform; vitelliform macular dystrophy	mondo:rare; mondo:otar; mondo:gard_rare	MESH:D057826; MEDGEN:137920; NANDO:1200932; UMLS:C0339510; SCTID:90036004; OMIMPS:153840; NCIT:C118788; DOID:0050661; ICD10CM:H35.5	metabolic_disorder | eye_disease | genetic_condition | hereditary_condition	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0011837	vitamin K-dependent clotting factors, combined deficiency of, type 2	Any congenital vitamin K-dependent coagulation factors combined deficiency in which the cause of the disease is a mutation in the VKORC1 gene.	VKORC1 congenital vitamin K-dependent coagulation factors combined deficiency; vitamin K-dependent clotting factors, combined deficiency of, type 2; congenital vitamin K-dependent coagulation factors combined deficiency caused by mutation in VKORC1; vitamin K-dependent clotting factors, combined deficiency of, 2	mondo:otar; mondo:gard_rare; mondo:rare; mondo:clingen; mondo:nord_rare	DOID:0112174; GARD:18196; OMIM:607473; MEDGEN:334505; UMLS:C1843832; MESH:C564393	metabolic_disorder | anemia	hematology | genetics_and_genomics	liver_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	Combined vitamin K-dependent clotting factors deficiency (VKCFD) is a congenital bleeding disorder resulting from variably decreased levels of coagulation factors II, VII, IX and X, as well as natural anticoagulants protein C, protein S and protein Z.	vitamin K-dependent clotting factors, combined deficiency of, type 1; hereditary combined deficiency of factors II, VII, IX and X; congenital vitamin K-dependent coagulation factors combined deficiency caused by mutation in GGCX; GGCX congenital vitamin K-dependent coagulation factors combined deficiency	mondo:prototype_pattern; mondo:rare; mondo:clingen; mondo:gard_rare; mondo:nord_rare; mondo:otar	UMLS:C1848534; GARD:18195; DOID:0112173; MEDGEN:376381; MESH:C564741; SCTID:724356003; OMIM:277450	metabolic disorder|coagulation disorder	hematology | genetics_and_genomics	liver_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0016010	vitamin K-antagonist embryofetopathy	A teratogenic disorder observed in a newborn or child of a mother who was exposed to warfarin during pregnancy. Manifestations include nasal bridge depression, nasal bones hypoplasia, microcephaly, congenital heart disorders, and brachydactyly.	warfarin embryofetopathy; vitamin K antagonist embryopathy; fetal Coumadin syndrome; vitamin K-antagonist embryofetopathy; foetal warfarin syndrome; vitamin K-antagonist embryopathy; warfarin embryopathy; di Sala syndrome; fetal warfarin syndrome; foetal Coumadin syndrome	mondo:rare; mondo:orphanet_rare; mondo:ordo_disorder; mondo:ordo_malformation_syndrome; mondo:nord_rare	MESH:C536683; Orphanet:1914; MEDGEN:75570; NCIT:C98906; SCTID:38323006; MedDRA:10051445; UMLS:C0265374; icd11.foundation:71579696; ICD9:759.89	metabolic_disorder | anemia	pediatric | obstetrics_and_gynecology | genetics_and_genomics | hepatology	liver_disorder | upper_gastrointestinal_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0001244	vitamin K deficiency hemorrhagic disease	Deficiency of vitamin K. It may lead to bleeding, manifested with ecchymoses, petechiae, and hematomas. In infants it may cause hemorrhagic disease of newborn with intracranial and retroperitoneal bleeding.	vitamin K deficiency coagulation disorder; vitamin K deficiency; deficiency of vitamin K	mondo:icd10_billable	ICD10CM:E56.1; NCIT:C99108; MESH:D014813; DOID:11249; ICD9:269.0; SCTID:52675005; MEDGEN:543992; UMLS:C0272348	metabolic_disorder | anemia	pediatric | hematology | hepatology | gynecology	liver_disorder | upper_gastrointestinal_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0033640	vitamin D-dependent rickets, type 3		VDDR3	mondo:gard_rare; mondo:rare	MEDGEN:1725534; GARD:18171; UMLS:C5436733; OMIM:619073	metabolic_disorder | genetic_disorder	pediatric | genetics_and_genomics	bone_disorder | kidney_disorder | endocrine_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
