ID	LABEL	SUBSET	CONTRIBUTOR	COMMENT
MONDO:0008400	salivary duct calculi	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012473	right pulmonary artery, anomalous origin of, familial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011092	ribbing disease	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012468	rhizomelic dysplasia, scoliosis, and retinitis pigmentosa	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008385	rhiny	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009986	retinopathy, pigmentary, and intellectual disability	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008376	retinal venous beading	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009980	retinal telangiectasia and hypogammaglobulinemia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009976	retinal degeneration and epilepsy	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010721	reticuloendotheliosis, X-linked	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009972	respiratory underresponsiveness to hypoxia and hypercapnia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012692	renal tubular acidosis, distal, with nephrocalcinosis, short stature, intellectual disability, and distinctive facies	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009961	renal and mullerian duct hypoplasia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009956	red skin pigment anomaly of new guinea	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008367	red cell phospholipid defect with hemolysis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008366	red cell permeability defect	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008365	recombinant 8 syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008363	raindrop hypopigmentation	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008362	ragweed sensitivity	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008361	radius, aplasia of, with cleft lip/palate	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010276	radioulnar synostosis, radial ray abnormalities, and severe malformations in the male	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009951	radiculoneuropathy, fatal neonatal	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010719	radiation sensitivity of natural killer activity	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010312	radial ray deficiency, X-linked	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008356	radial heads, posterior dislocation of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009944	pyloric atresia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008354	purpura simplex	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008352	pupillary membrane, persistence of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008349	pulmonic stenosis, atrial septal defect, and unique electrocardiographic abnormalities	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008350	pulmonic stenosis and deafness	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009939	pulmonic stenosis and congenital nephrosis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009932	pulmonary bullae causing pneumothorax	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008342	pubic bone dysplasia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008336	pterygium colli, isolated	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008330	pseudomonilethrix	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008324	pseudoarthrogryposis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011241	pseudoacromegaly with severe insulin resistance	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009913	prune belly syndrome with pulmonic stenosis, intellectual disability, and deafness	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010960	protocadherin 3	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008317	proteolytic capacity of plasma	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0030042	proteinuria, chronic benign	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011863	prostate cancer aggressiveness quantitative trait locus on chromosome 19	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008314	pronation-supination of the forearm, impairment of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009911	prolactin deficiency, isolated	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009912	prolactin deficiency with obesity and enlarged testes	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011080	progressive deafness with stapes fixation	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011209	progeroid facial appearance with hand anomalies	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008307	presenile dementia, Kraepelin type	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008932	premature centromere division	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012486	preauricular tag, isolated, autosomal dominant, 1	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008299	posterior column ataxia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010978	portal vein, cavernous transformation of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008288	popliteal cyst	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009898	polysaccharide, storage of unusual	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008282	polyposis, intestinal, with multiple exostoses	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011463	polyneuropathy, lethal neonatal, axonal sensorimotor, autosomal recessive	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009896	polymyoclonus, infantile	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011483	polycystic bone disease	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009886	pleoconial myopathy with salt craving	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008258	platelet signal processing defect	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008257	platelet responsiveness to adrenaline, depressed	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009884	platelet prostacyclin receptor defect	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008256	platelet membrane fluidity	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008255	platelet factor 3 deficiency	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008254	platelet disorder, undefined	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008253	platelet aggregation, spontaneous	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008252	platelet adenylate cyclase activity	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009882	plasma clot retraction factor, deficiency of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009881	pituitary dwarfism with large sella turcica	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008249	pilonidal sinus	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008248	pigmented purpuric eruption	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008242	photomyoclonus, diabetes mellitus, deafness, nephropathy, and cerebral dysfunction	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0859244	phosphoribosylaminoimidazole carboxylase deficiency	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008241	phosphoglycoprotein 1	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008239	phosphoglucomutase 4	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008238	phosphatase, acid, of tissues	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008236	phlebectasia of lips	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008235	pheochromocytoma-islet cell tumor syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009860	phenformin 4-hydroxylation	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008230	peroxidase, salivary	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009854	peroneus tertius muscle, absence of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008229	peroneal nerve, accessory deep	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009851	peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and spongy degeneration of brain	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012174	peripheral cone dystrophy	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011726	peripheral arterial occlusive disease 1	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012711	peripapillary atrophy, beta type	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008216	pelvic lipomatosis with crossed renal ectopia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009844	pellagra-like syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008213	pectus excavatum	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008208	patella, familial recurrent dislocation of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011344	parotitis, juvenile recurrent	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010872	parotid salivary glands, polycystic dysgenetic disease of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011733	parasomnia, sleep bruxism type	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008189	papillomatosis, florid, of nipple	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008188	papillomatosis, confluent and reticulated	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008186	pancytopenia and occlusive vascular disease	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009836	pancreatitis, sclerosing cholangitis, and sicca complex	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010813	pancreatic beta cell agenesis with neonatal diabetes mellitus	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008181	palmaris longus muscle, absence of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009828	palant cleft palate syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010875	pachydermodactyly, familial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011594	ovarian dysgenesis, hypergonadotropic, with short stature and recurrent metabolic acidosis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008166	ovalocytosis, hereditary hemolytic, with defective erythropoiesis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011172	otofacioosseous-gonadal syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011316	osteosclerotic chondrodysplasia, lethal, with intracellular inclusions	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008160	osteosclerosis with ichthyosis and fractures	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009811	osteoma of middle ear	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011349	osteoma of cranial vault, familial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009802	osteodysplasty, precocious, of Danks, Mayne, and Kozlowski	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008169	osteochondrodysplasia, rhizomelic, with callosal agenesis, thrombocytopenia, hydrocephalus, and hypertension	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0032574	osteochondrodysplasia, brachydactyly, and overlapping malformed digits	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0008140	ossified ear cartilages	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
