category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0002940	anal margin basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|digestive_system_disorder|cancer_or_benign_tumor
MONDO:0002941	anal margin carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|digestive_system_disorder|cancer_or_benign_tumor
MONDO:0002942	sebaceous basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002943	external ear basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|auditory_system_disorder|nervous_system_disorder|otorhinolaryngologic_disease|cancer_or_benign_tumor
MONDO:0002944	external ear carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	auditory_system_disorder|nervous_system_disorder|otorhinolaryngologic_disease|cancer_or_benign_tumor
MONDO:0002945	micronodular basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002946	gynatresia	other	other	reproductive_system_disorder
MONDO:0002947	adamantinoid basal cell epithelioma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002948	skin fibroepithelial basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002949	morpheaform basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002950	skin clear cell basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002951	skin adenoid basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002952	follicular basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002953	skin infiltrative basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0002954	superficial multifocal basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0002955	vulva basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0002956	skin cystic basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002957	sarcomatoid basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0002958	signet ring basal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0002959	radiculopathy	other	other	nervous_system_disorder
MONDO:0002960	polyradiculopathy	disorder_of_development_or_morphogenesis	neurodegenerative_disease	disorder_of_development_or_morphogenesis|nervous_system_disorder
MONDO:0002961	large cell acanthoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0002962	epidermolytic acanthoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0002963	acantholytic acanthoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0002965	parovarian cyst	other	other	reproductive_system_disorder
MONDO:0002966	splenic manifestation of prolymphocytic leukemia	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|immune_system_disorder|digestive_system_disorder|hematologic_disorder|acute_disease
MONDO:0002967	dermatophytosis of scalp or beard	inflammatory_disease	infectious_disease	integumentary_system_disorder|inflammatory_disease|infectious_disease
MONDO:0002968	lymphocele	other	other	immune_system_disorder
MONDO:0002969	ciliary body cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder|disorder_of_orbital_region|disorder_of_visual_system
MONDO:0002970	ciliary body disorder	other	other	disorder_of_orbital_region|disorder_of_visual_system
MONDO:0002971	amelanotic melanoma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis
MONDO:0002972	posterior mediastinum cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0002973	epithelioid cell melanoma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor
MONDO:0002974	cervical cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0002975	malignant breast melanoma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor|breast_disorder
MONDO:0002976	stomach diverticulosis	other	other	digestive_system_disorder
MONDO:0002977	autoimmune disorder of the nervous system	other	autoimmune_disease	immune_system_disorder|nervous_system_disorder
MONDO:0002978	orbit alveolar rhabdomyosarcoma	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|connective_tissue_disorder|cancer_or_benign_tumor|disorder_of_orbital_region
MONDO:0002979	papillary squamous carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0002981	peripheral primitive neuroectodermal tumor of bone	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder|nervous_system_disorder
MONDO:0002982	peripheral primitive neuroectodermal tumor of soft tissues	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0002984	reticulohistiocytic granuloma	other	other	immune_system_disorder
MONDO:0002987	spongiotic dermatitis	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0002988	cervix melanoma	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0002989	benign fibrous histiocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0002990	benign deep fibrous histiocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0002991	adenocarcinofibroma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0002993	pancreatic somatostatinoma	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|digestive_system_disorder|cancer_or_benign_tumor
MONDO:0002994	pancreatic delta cell neuroendocrine tumor	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|digestive_system_disorder|cancer_or_benign_tumor
MONDO:0002995	small intestine neuroendocrine tumor, well differentiated, low or intermediate grade	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|digestive_system_disorder|cancer_or_benign_tumor
MONDO:0002996	cavernous sinus meningioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	nervous_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder|cardiovascular_disorder
MONDO:0002997	anterior cranial fossa meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0002998	skull base meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|musculoskeletal_system_disorder|connective_tissue_disorder|cancer_or_benign_tumor
MONDO:0002999	central nervous system germinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003000	central nervous system germ cell tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003001	seminoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003002	dysgerminoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003003	cervical alveolar soft part sarcoma	cancer_or_benign_tumor|hereditary_disease	cancer_or_benign_tumor	hereditary_disease|reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003004	macular degeneration	other	other	disorder_of_visual_system|nervous_system_disorder|disorder_of_orbital_region
MONDO:0003005	macular retinal edema	other	other	disorder_of_visual_system|nervous_system_disorder|disorder_of_orbital_region
MONDO:0003007	childhood kidney cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0003008	hereditary renal cell carcinoma	cancer_or_benign_tumor|hereditary_disease	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder|hereditary_disease
MONDO:0003009	hyperaldosteronism	endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder
MONDO:0003010	multilocular clear cell renal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0003012	sarcomatoid renal cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0003014	rhinitis	inflammatory_disease	other	otorhinolaryngologic_disease|respiratory_system_disorder|inflammatory_disease
MONDO:0003017	malignant peritoneal solitary fibrous tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|connective_tissue_disorder
MONDO:0003019	potassium deficiency disease	metabolic_disease|nutritional_disorder	metabolic_disease	metabolic_disease|nutritional_disorder
MONDO:0003021	central nervous system angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder|cardiovascular_disorder
MONDO:0003022	pediatric angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder
MONDO:0003023	aorta angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder
MONDO:0003024	breast angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|breast_disorder|cardiovascular_disorder
MONDO:0003025	conventional angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder
MONDO:0003026	gallbladder angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder|cardiovascular_disorder
MONDO:0003027	thyroid gland angiosarcoma	endocrine_system_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|cardiovascular_disorder
MONDO:0003028	thyroid sarcoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003029	skin angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder|cardiovascular_disorder
MONDO:0003030	endometrioid stromal sarcoma of the cervix	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003031	endometrioid stromal and related neoplasms of the cervix	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003032	superior vena cava angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003033	prostate angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003034	mediastinum angiosarcoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003035	ovarian angiosarcoma	endocrine_system_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor|endocrine_system_disorder	cardiovascular_disorder|reproductive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003036	mucoepidermoid carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003037	hypotrichosis	hereditary_disease	other	hereditary_disease|integumentary_system_disorder
MONDO:0003038	dysgraphia	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0003039	nominal aphasia	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0003040	retrograde amnesia	other	psychiatric_disorder	psychiatric_disorder
MONDO:0003041	pediatric mesenchymal chondrosarcoma	hereditary_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|hereditary_disease|cancer_or_benign_tumor
MONDO:0003042	adult mesenchymal chondrosarcoma	hereditary_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|hereditary_disease|cancer_or_benign_tumor
MONDO:0003045	anal gland neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003046	anus neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003047	thymic large cell neuroendocrine carcinoma	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	immune_system_disorder|endocrine_system_disorder|hematologic_disorder|cancer_or_benign_tumor
MONDO:0003049	ovarian large-cell neuroendocrine carcinoma	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0003050	lung large cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|cancer_or_benign_tumor
MONDO:0003051	non specific chronic endometritis	inflammatory_disease	other	reproductive_system_disorder|inflammatory_disease
MONDO:0003052	granulomatous endometritis	inflammatory_disease	other	reproductive_system_disorder|inflammatory_disease
MONDO:0003053	choroid plexus meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	nervous_system_disorder|cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003054	benign meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003055	secretory meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003056	lymphoplasmacyte-rich meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003057	pediatric meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003058	microcystic meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003059	bile duct cancer	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|digestive_system_disorder|cancer_or_benign_tumor
MONDO:0003060	biliary tract cancer	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0003061	benign muscle neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0003062	intestinal benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003064	inverted transitional cell papilloma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003065	nasal cavity inverting papilloma	cancer_or_benign_tumor	cancer_or_benign_tumor	otorhinolaryngologic_disease|cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0003066	submandibular adenitis	inflammatory_disease	other	mouth_disorder|immune_system_disorder|inflammatory_disease
MONDO:0003067	cervical lymphadenitis	inflammatory_disease	other	immune_system_disorder|inflammatory_disease
MONDO:0003068	postauricular lymphadenitis	inflammatory_disease	other	inflammatory_disease|immune_system_disorder
MONDO:0003069	suppurative lymphadenitis	inflammatory_disease	other	inflammatory_disease|immune_system_disorder
MONDO:0003070	axillary lymphadenitis	inflammatory_disease	other	inflammatory_disease|immune_system_disorder
MONDO:0003072	retinal cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_orbital_region|disorder_of_visual_system|nervous_system_disorder
MONDO:0003073	trilateral retinoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_orbital_region|disorder_of_visual_system|nervous_system_disorder
MONDO:0003075	bilateral retinoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_orbital_region|disorder_of_visual_system|nervous_system_disorder
MONDO:0003076	unilateral retinoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_orbital_region|disorder_of_visual_system|nervous_system_disorder
MONDO:0003077	intraocular retinoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_orbital_region|disorder_of_visual_system|nervous_system_disorder
MONDO:0003078	extraocular retinoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_orbital_region|disorder_of_visual_system|nervous_system_disorder
MONDO:0003079	mastocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	hematologic_disorder|cancer_or_benign_tumor
MONDO:0003081	thalamic disorder	other	other	nervous_system_disorder
MONDO:0003082	filamentary keratitis	inflammatory_disease	other	disorder_of_visual_system|disorder_of_orbital_region|inflammatory_disease
MONDO:0003083	venous hemangioma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder|disorder_of_development_or_morphogenesis
MONDO:0003084	uremic neuropathy	other	other	nervous_system_disorder|urinary_system_disorder
MONDO:0003085	keratitis	inflammatory_disease	other	disorder_of_visual_system|disorder_of_orbital_region|inflammatory_disease
MONDO:0003086	thymic mucoepidermoid carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	hematologic_disorder|cancer_or_benign_tumor|immune_system_disorder|endocrine_system_disorder
MONDO:0003087	mucoepidermoid breast carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	breast_disorder|integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0003088	intramuscular hemangioma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder
MONDO:0003089	extrahepatic bile duct mucoepidermoid carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	digestive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003090	extrahepatic bile duct carcinoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	digestive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003091	cutaneous mucoepidermoid carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0003092	lacrimal gland mucoepidermoid carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	disorder_of_visual_system|cancer_or_benign_tumor|nervous_system_disorder|disorder_of_orbital_region
MONDO:0003093	mucoepidermoid esophageal carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|cancer_or_benign_tumor|upper_digestive_tract_disorder
MONDO:0003095	laryngeal mucoepidermoid carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0003096	deep hemangioma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder
MONDO:0003097	childhood mediastinal neurogenic neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003098	mediastinal neural neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003100	nerve plexus neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003103	nerve root neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003104	epicardium cancer	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003105	prostate disorder	other	other	reproductive_system_disorder
MONDO:0003107	infratentorial cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003108	cervicomedullary junction neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003109	foramen magnum meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|nervous_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder
MONDO:0003110	skin hemangioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0003111	gastric neuroendocrine neoplasm	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003112	malignant gastric germ cell tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003113	extragonadal germ cell cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003115	subglottic hemangioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0003117	somatoform disorder	other	psychiatric_disorder	psychiatric_disorder
MONDO:0003118	testicular Brenner tumor	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003120	mixed testicular germ cell cancer	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0003121	middle cranial fossa meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003122	striatonigral degeneration	hereditary_disease|metabolic_disease	metabolic_disease|neurodegenerative_disease	nervous_system_disorder|metabolic_disease|hereditary_disease
MONDO:0003124	testicular Leydig cell tumor	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0003125	testicular sex cord-stromal neoplasm	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	reproductive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003126	breast hemangioma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder|breast_disorder
MONDO:0003128	classic pulmonary blastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|cancer_or_benign_tumor
MONDO:0003129	epithelial predominant pulmonary blastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|cancer_or_benign_tumor
MONDO:0003130	mesoblastic nephroma	cancer_or_benign_tumor	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor
MONDO:0003133	exudative glomerulonephritis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0003134	proliferative glomerulonephritis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0003135	focal embolic glomerulonephritis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0003136	anti-basement membrane glomerulonephritis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0003137	diffuse glomerulonephritis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0003138	subacute glomerulonephritis	inflammatory_disease	other	inflammatory_disease|acute_disease|urinary_system_disorder
MONDO:0003139	mesangial proliferative glomerulonephritis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0003140	immune-complex glomerulonephritis	inflammatory_disease	other	urinary_system_disorder|inflammatory_disease
MONDO:0003141	cerebellopontine angle embryonal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003142	intracranial primitive neuroectodermal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003143	angiokeratoma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|integumentary_system_disorder|cardiovascular_disorder
MONDO:0003144	medulloepithelioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003145	supratentorial primitive neuroectodermal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003147	space motion sickness	hereditary_disease	other	auditory_system_disorder|hereditary_disease|otorhinolaryngologic_disease
MONDO:0003150	male reproductive system disorder	other	other	reproductive_system_disorder
MONDO:0003152	adult brainstem gliosarcoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003153	adult brainstem glioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003154	hemangioma of peripheral nerve	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cardiovascular_disorder|nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003155	cavernous hemangioma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	hematologic_disorder|cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003157	disappearing bone disease	syndromic_disease	other	syndromic_disease
MONDO:0003158	malignant myoepithelioma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003159	vascular hemostatic disease	other	cardiovascular_disorder	hematologic_disorder|cardiovascular_disorder
MONDO:0003163	cauda equina intradural extramedullary astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003164	cauda equina neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
